Year,Month,Day,Hours,Minute,Second,WeekDay,Timestamp,JourneyPatternID,VehicleJourneyID,StopID,Temperature (C),Visibility (km),Wind Speed (km/h),Cumulative Time Taken,StopSeq
2012,11,6,8,59,2,1,1352192342,10001,5461,226,7,10,29.6,0,0
2012,11,6,9,4,41,1,1352192681,10001,5461,231,8,10,31.5,339,5
2012,11,6,9,6,22,1,1352192782,10001,5461,1641,8,10,31.5,440,6
2012,11,6,9,7,58,1,1352192878,10001,5461,1642,8,10,31.5,536,7
2012,11,6,9,15,42,1,1352193342,10001,5461,47,8,10,31.5,1000,15
2012,11,6,9,18,1,1,1352193481,10001,5461,49,7,10,27.8,1139,17
2012,11,6,9,19,42,1,1352193582,10001,5461,51,7,10,27.8,1240,19
2012,11,6,9,22,21,1,1352193741,10001,5461,265,7,10,27.8,1399,21
2012,11,6,9,24,43,1,1352193883,10001,5461,271,7,10,27.8,1541,22
2012,11,6,9,29,2,1,1352194142,10001,5461,340,7,10,27.8,1800,23
2012,11,6,9,30,44,1,1352194244,10001,5461,350,7,10,27.8,1902,24
2012,11,6,9,33,41,1,1352194421,10001,5461,352,7,10,27.8,2079,26
2012,11,6,9,34,22,1,1352194462,10001,5461,353,7,10,27.8,2120,27
2012,11,6,9,35,3,1,1352194503,10001,5461,354,7,10,27.8,2161,28
2012,11,6,9,36,25,1,1352194585,10001,5461,355,7,10,27.8,2243,29
2012,11,6,9,50,0,1,1352195400,10001,5461,380,7,10,27.8,3058,41
2012,11,6,9,21,8,1,1352193668,10001,5494,226,7,10,27.8,0,0
2012,11,6,9,23,25,1,1352193805,10001,5494,227,7,10,27.8,137,3
2012,11,6,9,24,27,1,1352193867,10001,5494,230,7,10,27.8,199,4
2012,11,6,9,26,46,1,1352194006,10001,5494,231,7,10,27.8,338,5
2012,11,6,9,27,46,1,1352194066,10001,5494,1641,7,10,27.8,398,6
2012,11,6,9,28,45,1,1352194125,10001,5494,1642,7,10,27.8,457,7
2012,11,6,9,30,46,1,1352194246,10001,5494,213,7,10,27.8,578,8
2012,11,6,9,33,45,1,1352194425,10001,5494,119,7,10,27.8,757,11
2012,11,6,9,35,5,1,1352194505,10001,5494,44,7,10,27.8,837,12
2012,11,6,9,38,28,1,1352194708,10001,5494,47,7,10,27.8,1040,15
2012,11,6,9,39,26,1,1352194766,10001,5494,48,7,10,27.8,1098,16
2012,11,6,9,43,49,1,1352195029,10001,5494,51,7,10,27.8,1361,19
2012,11,6,9,44,26,1,1352195066,10001,5494,52,7,10,27.8,1398,20
2012,11,6,9,46,6,1,1352195166,10001,5494,265,7,10,27.8,1498,21
2012,11,6,9,49,7,1,1352195347,10001,5494,271,7,10,27.8,1679,22
2012,11,6,9,53,48,1,1352195628,10001,5494,340,7,10,27.8,1960,23
2012,11,6,9,55,26,1,1352195726,10001,5494,350,7,10,27.8,2058,24
2012,11,6,9,58,27,1,1352195907,10001,5494,352,7,10,27.8,2239,26
2012,11,6,10,0,7,1,1352196007,10001,5494,353,8,10,33.3,2339,27
2012,11,6,10,1,46,1,1352196106,10001,5494,354,8,10,33.3,2438,28
2012,11,6,10,4,5,1,1352196245,10001,5494,356,8,10,33.3,2577,30
2012,11,6,10,5,25,1,1352196325,10001,5494,357,8,10,33.3,2657,31
2012,11,6,10,8,47,1,1352196527,10001,5494,374,8,10,33.3,2859,35
2012,11,6,10,15,31,1,1352196931,10001,5494,380,8,10,33.3,3263,41
2012,11,6,10,0,9,1,1352196009,10001,5444,226,8,10,33.3,0,0
2012,11,6,10,1,52,1,1352196112,10001,5444,229,8,10,33.3,103,2
2012,11,6,10,2,50,1,1352196170,10001,5444,227,8,10,33.3,161,3
2012,11,6,10,5,30,1,1352196330,10001,5444,231,8,10,33.3,321,5
2012,11,6,10,8,49,1,1352196529,10001,5444,213,8,10,33.3,520,8
2012,11,6,10,10,50,1,1352196650,10001,5444,4432,8,10,33.3,641,10
2012,11,6,10,11,50,1,1352196710,10001,5444,119,8,10,33.3,701,11
2012,11,6,10,14,50,1,1352196890,10001,5444,45,8,10,33.3,881,13
2012,11,6,10,17,9,1,1352197029,10001,5444,48,8,10,33.3,1020,16
2012,11,6,10,18,50,1,1352197130,10001,5444,49,8,10,33.3,1121,17
2012,11,6,10,20,48,1,1352197248,10001,5444,51,8,10,33.3,1239,19
2012,11,6,10,23,49,1,1352197429,10001,5444,265,8,10,33.3,1420,21
2012,11,6,10,26,22,1,1352197582,10001,5444,271,8,10,33.3,1573,22
2012,11,6,10,28,23,1,1352197703,10001,5444,340,8,10,33.3,1694,23
2012,11,6,10,31,42,1,1352197902,10001,5444,351,8,10,33.3,1893,25
2012,11,6,10,35,2,1,1352198102,10001,5444,354,8,10,33.3,2093,28
2012,11,6,10,37,42,1,1352198262,10001,5444,356,8,10,33.3,2253,30
2012,11,6,10,39,24,1,1352198364,10001,5444,357,8,10,33.3,2355,31
2012,11,6,10,40,44,1,1352198444,10001,5444,390,8,10,33.3,2435,32
2012,11,6,10,41,41,1,1352198501,10001,5444,372,8,10,33.3,2492,33
2012,11,6,10,42,43,1,1352198563,10001,5444,374,8,10,33.3,2554,35
2012,11,6,10,49,8,1,1352198948,10001,5444,380,8,10,33.3,2939,41
2012,11,6,10,20,18,1,1352197218,10001,5425,226,8,10,33.3,0,0
2012,11,6,10,22,37,1,1352197357,10001,5425,227,8,10,33.3,139,3
2012,11,6,10,23,16,1,1352197396,10001,5425,230,8,10,33.3,178,4
2012,11,6,10,24,36,1,1352197476,10001,5425,231,8,10,33.3,258,5
2012,11,6,10,27,17,1,1352197637,10001,5425,1641,8,10,33.3,419,6
2012,11,6,10,28,37,1,1352197717,10001,5425,213,8,10,33.3,499,8
2012,11,6,10,30,16,1,1352197816,10001,5425,119,8,10,33.3,598,11
2012,11,6,10,31,17,1,1352197877,10001,5425,44,8,10,33.3,659,12
2012,11,6,10,32,57,1,1352197977,10001,5425,45,8,10,33.3,759,13
2012,11,6,10,34,36,1,1352198076,10001,5425,46,8,10,33.3,858,14
2012,11,6,10,35,37,1,1352198137,10001,5425,47,8,10,33.3,919,15
2012,11,6,10,37,24,1,1352198244,10001,5425,48,8,10,33.3,1026,16
2012,11,6,10,39,24,1,1352198364,10001,5425,49,8,10,33.3,1146,17
2012,11,6,10,40,44,1,1352198444,10001,5425,50,8,10,33.3,1226,18
2012,11,6,10,41,27,1,1352198487,10001,5425,51,8,10,33.3,1269,19
2012,11,6,10,44,45,1,1352198685,10001,5425,265,8,10,33.3,1467,21
2012,11,6,10,48,8,1,1352198888,10001,5425,271,8,10,33.3,1670,22
2012,11,6,10,51,4,1,1352199064,10001,5425,340,8,10,33.3,1846,23
2012,11,6,10,55,6,1,1352199306,10001,5425,351,8,10,33.3,2088,25
2012,11,6,10,55,45,1,1352199345,10001,5425,352,8,10,33.3,2127,26
2012,11,6,10,56,28,1,1352199388,10001,5425,353,8,10,33.3,2170,27
2012,11,6,10,57,5,1,1352199425,10001,5425,354,8,10,33.3,2207,28
2012,11,6,10,58,4,1,1352199484,10001,5425,355,8,10,33.3,2266,29
2012,11,6,11,0,46,1,1352199646,10001,5425,356,9,10,37,2428,30
2012,11,6,11,1,45,1,1352199705,10001,5425,357,9,10,37,2487,31
2012,11,6,11,2,47,1,1352199767,10001,5425,390,9,10,37,2549,32
2012,11,6,11,4,25,1,1352199865,10001,5425,374,9,10,37,2647,35
2012,11,6,11,10,7,1,1352200207,10001,5425,378,9,10,37,2989,40
2012,11,6,10,39,47,1,1352198387,10001,5482,226,8,10,33.3,0,0
2012,11,6,10,41,46,1,1352198506,10001,5482,229,8,10,33.3,119,2
2012,11,6,10,43,28,1,1352198608,10001,5482,230,8,10,33.3,221,4
2012,11,6,10,44,45,1,1352198685,10001,5482,231,8,10,33.3,298,5
2012,11,6,10,46,26,1,1352198786,10001,5482,1642,8,10,33.3,399,7
2012,11,6,10,48,8,1,1352198888,10001,5482,213,8,10,33.3,501,8
2012,11,6,10,49,46,1,1352198986,10001,5482,4432,8,10,33.3,599,10
2012,11,6,10,53,5,1,1352199185,10001,5482,45,8,10,33.3,798,13
2012,11,6,10,54,46,1,1352199286,10001,5482,46,8,10,33.3,899,14
2012,11,6,10,56,28,1,1352199388,10001,5482,48,8,10,33.3,1001,16
2012,11,6,10,58,2,1,1352199482,10001,5482,49,8,10,33.3,1095,17
2012,11,6,10,59,44,1,1352199584,10001,5482,50,8,10,33.3,1197,18
2012,11,6,11,0,21,1,1352199621,10001,5482,51,9,10,37,1234,19
2012,11,6,11,3,42,1,1352199822,10001,5482,265,9,10,37,1435,21
2012,11,6,11,6,22,1,1352199982,10001,5482,271,9,10,37,1595,22
2012,11,6,11,11,2,1,1352200262,10001,5482,340,9,10,37,1875,23
2012,11,6,11,16,42,1,1352200602,10001,5482,353,9,10,33.3,2215,27
2012,11,6,11,17,41,1,1352200661,10001,5482,354,9,10,33.3,2274,28
2012,11,6,11,18,22,1,1352200702,10001,5482,355,9,10,33.3,2315,29
2012,11,6,11,20,2,1,1352200802,10001,5482,356,9,10,33.3,2415,30
2012,11,6,11,22,1,1,1352200921,10001,5482,390,9,10,33.3,2534,32
2012,11,6,11,23,21,1,1352201001,10001,5482,373,9,10,33.3,2614,34
2012,11,6,11,24,2,1,1352201042,10001,5482,374,9,10,33.3,2655,35
2012,11,6,11,31,9,1,1352201469,10001,5482,380,9,10,33.3,3082,41
2012,11,6,10,59,53,1,1352199593,10001,5463,226,8,10,33.3,0,0
2012,11,6,11,1,35,1,1352199695,10001,5463,229,9,10,37,102,2
2012,11,6,11,2,53,1,1352199773,10001,5463,227,9,10,37,180,3
2012,11,6,11,4,33,1,1352199873,10001,5463,231,9,10,37,280,5
2012,11,6,11,6,12,1,1352199972,10001,5463,1642,9,10,37,379,7
2012,11,6,11,7,54,1,1352200074,10001,5463,213,9,10,37,481,8
2012,11,6,11,8,53,1,1352200133,10001,5463,214,9,10,37,540,9
2012,11,6,11,9,36,1,1352200176,10001,5463,4432,9,10,37,583,10
2012,11,6,11,11,33,1,1352200293,10001,5463,119,9,10,37,700,11
2012,11,6,11,13,32,1,1352200412,10001,5463,45,9,10,37,819,13
2012,11,6,11,17,13,1,1352200633,10001,5463,49,9,10,33.3,1040,17
2012,11,6,11,20,54,1,1352200854,10001,5463,52,9,10,33.3,1261,20
2012,11,6,11,22,53,1,1352200973,10001,5463,265,9,10,33.3,1380,21
2012,11,6,11,25,14,1,1352201114,10001,5463,271,9,10,33.3,1521,22
2012,11,6,11,28,36,1,1352201316,10001,5463,340,9,10,33.3,1723,23
2012,11,6,11,31,9,1,1352201469,10001,5463,350,9,10,33.3,1876,24
2012,11,6,11,33,8,1,1352201588,10001,5463,351,9,10,33.3,1995,25
2012,11,6,11,33,47,1,1352201627,10001,5463,352,9,10,33.3,2034,26
2012,11,6,11,35,27,1,1352201727,10001,5463,353,9,10,33.3,2134,27
2012,11,6,11,38,26,1,1352201906,10001,5463,356,9,10,33.3,2313,30
2012,11,6,11,39,29,1,1352201969,10001,5463,357,9,10,33.3,2376,31
2012,11,6,11,40,47,1,1352202047,10001,5463,390,9,10,33.3,2454,32
2012,11,6,11,41,49,1,1352202109,10001,5463,372,9,10,33.3,2516,33
2012,11,6,11,42,48,1,1352202168,10001,5463,374,9,10,33.3,2575,35
2012,11,6,11,50,10,1,1352202610,10001,5463,380,9,10,33.3,3017,41
2012,11,6,11,20,11,1,1352200811,10001,5496,226,9,10,33.3,0,0
2012,11,6,11,21,31,1,1352200891,10001,5496,229,9,10,33.3,80,2
2012,11,6,11,22,51,1,1352200971,10001,5496,227,9,10,33.3,160,3
2012,11,6,11,24,33,1,1352201073,10001,5496,231,9,10,33.3,262,5
2012,11,6,11,27,49,1,1352201269,10001,5496,213,9,10,33.3,458,8
2012,11,6,11,29,33,1,1352201373,10001,5496,4432,9,10,33.3,562,10
2012,11,6,11,31,31,1,1352201491,10001,5496,119,9,10,33.3,680,11
2012,11,6,11,32,29,1,1352201549,10001,5496,44,9,10,33.3,738,12
2012,11,6,11,33,51,1,1352201631,10001,5496,45,9,10,33.3,820,13
2012,11,6,11,35,11,1,1352201711,10001,5496,46,9,10,33.3,900,14
2012,11,6,11,36,31,1,1352201791,10001,5496,47,9,10,33.3,980,15
2012,11,6,11,37,10,1,1352201830,10001,5496,48,9,10,33.3,1019,16
2012,11,6,11,38,50,1,1352201930,10001,5496,49,9,10,33.3,1119,17
2012,11,6,11,40,51,1,1352202051,10001,5496,51,9,10,33.3,1240,19
2012,11,6,11,44,10,1,1352202250,10001,5496,265,9,10,33.3,1439,21
2012,11,6,11,47,51,1,1352202471,10001,5496,271,9,10,33.3,1660,22
2012,11,6,11,53,12,1,1352202792,10001,5496,340,9,10,33.3,1981,23
2012,11,6,11,56,12,1,1352202972,10001,5496,350,9,10,33.3,2161,24
2012,11,6,11,58,13,1,1352203093,10001,5496,351,9,10,33.3,2282,25
2012,11,6,11,59,12,1,1352203152,10001,5496,352,9,10,33.3,2341,26
2012,11,6,12,2,11,1,1352203331,10001,5496,353,11,25,36,2520,27
2012,11,6,12,5,34,1,1352203534,10001,5496,356,11,25,36,2723,30
2012,11,6,12,7,32,1,1352203652,10001,5496,357,11,25,36,2841,31
2012,11,6,12,9,31,1,1352203771,10001,5496,390,11,25,36,2960,32
2012,11,6,12,11,11,1,1352203871,10001,5496,374,11,25,36,3060,35
2012,11,6,12,14,26,1,1352204066,10001,5496,377,11,25,36,3255,39
2012,11,6,11,39,7,1,1352201947,10001,5514,226,9,10,33.3,0,0
2012,11,6,11,40,27,1,1352202027,10001,5514,229,9,10,33.3,80,2
2012,11,6,11,41,26,1,1352202086,10001,5514,227,9,10,33.3,139,3
2012,11,6,11,44,6,1,1352202246,10001,5514,231,9,10,33.3,299,5
2012,11,6,11,47,26,1,1352202446,10001,5514,213,9,10,33.3,499,8
2012,11,6,11,49,5,1,1352202545,10001,5514,4432,9,10,33.3,598,10
2012,11,6,11,50,24,1,1352202624,10001,5514,44,9,10,33.3,677,12
2012,11,6,11,51,46,1,1352202706,10001,5514,45,9,10,33.3,759,13
2012,11,6,11,53,45,1,1352202825,10001,5514,46,9,10,33.3,878,14
2012,11,6,11,54,46,1,1352202886,10001,5514,47,9,10,33.3,939,15
2012,11,6,11,55,48,1,1352202948,10001,5514,48,9,10,33.3,1001,16
2012,11,6,11,57,7,1,1352203027,10001,5514,49,9,10,33.3,1080,17
2012,11,6,12,2,25,1,1352203345,10001,5514,265,11,25,36,1398,21
2012,11,6,12,6,25,1,1352203585,10001,5514,271,11,25,36,1638,22
2012,11,6,12,12,7,1,1352203927,10001,5514,340,11,25,36,1980,23
2012,11,6,12,14,5,1,1352204045,10001,5514,350,11,25,36,2098,24
2012,11,6,12,16,24,1,1352204184,10001,5514,351,10,10,35.2,2237,25
2012,11,6,12,17,5,1,1352204225,10001,5514,352,10,10,35.2,2278,26
2012,11,6,12,19,25,1,1352204365,10001,5514,354,10,10,35.2,2418,28
2012,11,6,12,20,26,1,1352204426,10001,5514,355,10,10,35.2,2479,29
2012,11,6,12,33,19,1,1352205199,10001,5514,380,10,10,35.2,3252,41
2012,11,6,12,2,31,1,1352203351,10001,5446,226,11,25,36,0,0
2012,11,6,12,3,33,1,1352203413,10001,5446,229,11,25,36,62,2
2012,11,6,12,4,14,1,1352203454,10001,5446,227,11,25,36,103,3
2012,11,6,12,5,34,1,1352203534,10001,5446,231,11,25,36,183,5
2012,11,6,12,9,52,1,1352203792,10001,5446,119,11,25,36,441,11
2012,11,6,12,11,52,1,1352203912,10001,5446,45,11,25,36,561,13
2012,11,6,12,14,32,1,1352204072,10001,5446,48,11,25,36,721,16
2012,11,6,12,15,52,1,1352204152,10001,5446,49,11,25,36,801,17
2012,11,6,12,18,13,1,1352204293,10001,5446,52,10,10,35.2,942,20
2012,11,6,12,20,12,1,1352204412,10001,5446,265,10,10,35.2,1061,21
2012,11,6,12,23,12,1,1352204592,10001,5446,271,10,10,35.2,1241,22
2012,11,6,12,26,31,1,1352204791,10001,5446,340,10,10,35.2,1440,23
2012,11,6,12,33,33,1,1352205213,10001,5446,353,10,10,35.2,1862,27
2012,11,6,12,35,32,1,1352205332,10001,5446,355,10,10,35.2,1981,29
2012,11,6,12,40,12,1,1352205612,10001,5446,373,10,10,35.2,2261,34
2012,11,6,12,40,53,1,1352205653,10001,5446,374,10,10,35.2,2302,35
2012,11,6,12,45,11,1,1352205911,10001,5446,378,10,10,35.2,2560,40
2012,11,6,12,47,18,1,1352206038,10001,5446,380,10,10,35.2,2687,41
2012,11,6,12,20,51,1,1352204451,10001,5427,226,10,10,35.2,0,0
2012,11,6,12,21,50,1,1352204510,10001,5427,228,10,10,35.2,59,1
2012,11,6,12,22,33,1,1352204553,10001,5427,229,10,10,35.2,102,2
2012,11,6,12,27,31,1,1352204851,10001,5427,213,10,10,35.2,400,8
2012,11,6,12,31,12,1,1352205072,10001,5427,45,10,10,35.2,621,13
2012,11,6,12,32,30,1,1352205150,10001,5427,46,10,10,35.2,699,14
2012,11,6,12,33,33,1,1352205213,10001,5427,47,10,10,35.2,762,15
2012,11,6,12,35,52,1,1352205352,10001,5427,49,10,10,35.2,901,17
2012,11,6,12,37,51,1,1352205471,10001,5427,51,10,10,35.2,1020,19
2012,11,6,12,38,30,1,1352205510,10001,5427,52,10,10,35.2,1059,20
2012,11,6,12,41,30,1,1352205690,10001,5427,265,10,10,35.2,1239,21
2012,11,6,12,44,32,1,1352205872,10001,5427,271,10,10,35.2,1421,22
2012,11,6,12,54,32,1,1352206472,10001,5427,340,10,10,35.2,2021,23
2012,11,6,12,57,51,1,1352206671,10001,5427,351,10,10,35.2,2220,25
2012,11,6,12,59,32,1,1352206772,10001,5427,352,10,10,35.2,2321,26
2012,11,6,13,4,26,1,1352207066,10001,5427,356,11,10,35.2,2615,30
2012,11,6,13,5,46,1,1352207146,10001,5427,357,11,10,35.2,2695,31
2012,11,6,13,6,27,1,1352207187,10001,5427,390,11,10,35.2,2736,32
2012,11,6,13,7,27,1,1352207247,10001,5427,372,11,10,35.2,2796,33
2012,11,6,13,8,27,1,1352207307,10001,5427,374,11,10,35.2,2856,35
2012,11,6,13,15,20,1,1352207720,10001,5427,380,11,10,35.2,3269,41
2012,11,6,12,43,27,1,1352205807,10001,5484,226,10,10,35.2,0,0
2012,11,6,12,45,27,1,1352205927,10001,5484,229,10,10,35.2,120,2
2012,11,6,12,50,6,1,1352206206,10001,5484,1642,10,10,35.2,399,7
2012,11,6,12,53,27,1,1352206407,10001,5484,4432,10,10,35.2,600,10
2012,11,6,12,54,26,1,1352206466,10001,5484,44,10,10,35.2,659,12
2012,11,6,12,56,27,1,1352206587,10001,5484,45,10,10,35.2,780,13
2012,11,6,12,58,7,1,1352206687,10001,5484,46,10,10,35.2,880,14
2012,11,6,13,1,31,1,1352206891,10001,5484,49,11,10,35.2,1084,17
2012,11,6,13,2,11,1,1352206931,10001,5484,50,11,10,35.2,1124,18
2012,11,6,13,3,50,1,1352207030,10001,5484,52,11,10,35.2,1223,20
2012,11,6,13,5,50,1,1352207150,10001,5484,265,11,10,35.2,1343,21
2012,11,6,13,10,11,1,1352207411,10001,5484,271,11,10,35.2,1604,22
2012,11,6,13,14,31,1,1352207671,10001,5484,340,11,10,35.2,1864,23
2012,11,6,13,16,29,1,1352207789,10001,5484,350,11,10,38.9,1982,24
2012,11,6,13,18,32,1,1352207912,10001,5484,351,11,10,38.9,2105,25
2012,11,6,13,19,30,1,1352207970,10001,5484,352,11,10,38.9,2163,26
2012,11,6,13,21,30,1,1352208090,10001,5484,354,11,10,38.9,2283,28
2012,11,6,13,24,10,1,1352208250,10001,5484,356,11,10,38.9,2443,30
2012,11,6,13,25,30,1,1352208330,10001,5484,357,11,10,38.9,2523,31
2012,11,6,13,28,29,1,1352208509,10001,5484,374,11,10,38.9,2702,35
2012,11,6,13,29,51,1,1352208591,10001,5484,375,11,10,38.9,2784,36
2012,11,6,13,32,48,1,1352208768,10001,5484,377,11,10,38.9,2961,39
2012,11,6,13,35,20,1,1352208920,10001,5484,380,11,10,38.9,3113,41
2012,11,6,12,59,48,1,1352206788,10001,5465,226,10,10,35.2,0,0
2012,11,6,13,2,30,1,1352206950,10001,5465,227,11,10,35.2,162,3
2012,11,6,13,4,49,1,1352207089,10001,5465,231,11,10,35.2,301,5
2012,11,6,13,7,8,1,1352207228,10001,5465,1641,11,10,35.2,440,6
2012,11,6,13,7,52,1,1352207272,10001,5465,1642,11,10,35.2,484,7
2012,11,6,13,9,30,1,1352207370,10001,5465,213,11,10,35.2,582,8
2012,11,6,13,10,50,1,1352207450,10001,5465,214,11,10,35.2,662,9
2012,11,6,13,12,10,1,1352207530,10001,5465,4432,11,10,35.2,742,10
2012,11,6,13,13,50,1,1352207630,10001,5465,119,11,10,35.2,842,11
2012,11,6,13,15,7,1,1352207707,10001,5465,44,11,10,35.2,919,12
2012,11,6,13,17,49,1,1352207869,10001,5465,46,11,10,38.9,1081,14
2012,11,6,13,19,9,1,1352207949,10001,5465,47,11,10,38.9,1161,15
2012,11,6,13,20,8,1,1352208008,10001,5465,48,11,10,38.9,1220,16
2012,11,6,13,21,49,1,1352208109,10001,5465,49,11,10,38.9,1321,17
2012,11,6,13,23,29,1,1352208209,10001,5465,51,11,10,38.9,1421,19
2012,11,6,13,25,53,1,1352208353,10001,5465,265,11,10,38.9,1565,21
2012,11,6,13,27,48,1,1352208468,10001,5465,271,11,10,38.9,1680,22
2012,11,6,13,32,8,1,1352208728,10001,5465,340,11,10,38.9,1940,23
2012,11,6,13,36,9,1,1352208969,10001,5465,351,11,10,38.9,2181,25
2012,11,6,13,36,48,1,1352209008,10001,5465,352,11,10,38.9,2220,26
2012,11,6,13,38,8,1,1352209088,10001,5465,353,11,10,38.9,2300,27
2012,11,6,13,39,11,1,1352209151,10001,5465,354,11,10,38.9,2363,28
2012,11,6,13,41,45,1,1352209305,10001,5465,355,11,10,38.9,2517,29
2012,11,6,13,43,8,1,1352209388,10001,5465,356,11,10,38.9,2600,30
2012,11,6,13,44,28,1,1352209468,10001,5465,357,11,10,38.9,2680,31
2012,11,6,13,48,8,1,1352209688,10001,5465,374,11,10,38.9,2900,35
2012,11,6,13,19,44,1,1352207984,10001,5498,226,11,10,38.9,0,0
2012,11,6,13,21,22,1,1352208082,10001,5498,229,11,10,38.9,98,2
2012,11,6,13,22,21,1,1352208141,10001,5498,227,11,10,38.9,157,3
2012,11,6,13,27,27,1,1352208447,10001,5498,213,11,10,38.9,463,8
2012,11,6,13,33,5,1,1352208785,10001,5498,47,11,10,38.9,801,15
2012,11,6,13,34,4,1,1352208844,10001,5498,48,11,10,38.9,860,16
2012,11,6,13,35,44,1,1352208944,10001,5498,49,11,10,38.9,960,17
2012,11,6,13,37,45,1,1352209065,10001,5498,51,11,10,38.9,1081,19
2012,11,6,13,41,26,1,1352209286,10001,5498,265,11,10,38.9,1302,21
2012,11,6,13,43,45,1,1352209425,10001,5498,271,11,10,38.9,1441,22
2012,11,6,13,46,46,1,1352209606,10001,5498,340,11,10,38.9,1622,23
2012,11,6,13,51,6,1,1352209866,10001,5498,351,11,10,38.9,1882,25
2012,11,6,13,52,46,1,1352209966,10001,5498,352,11,10,38.9,1982,26
2012,11,6,13,54,25,1,1352210065,10001,5498,354,11,10,38.9,2081,28
2012,11,6,13,55,45,1,1352210145,10001,5498,355,11,10,38.9,2161,29
2012,11,6,13,57,4,1,1352210224,10001,5498,356,11,10,38.9,2240,30
2012,11,6,13,58,6,1,1352210286,10001,5498,357,11,10,38.9,2302,31
2012,11,6,13,59,26,1,1352210366,10001,5498,390,11,10,38.9,2382,32
2012,11,6,14,0,27,1,1352210427,10001,5498,372,11,10,37,2443,33
2012,11,6,14,1,47,1,1352210507,10001,5498,374,11,10,37,2523,35
2012,11,6,14,8,25,1,1352210905,10001,5498,380,11,10,37,2921,41
2012,11,6,13,39,52,1,1352209192,10001,5516,226,11,10,38.9,0,0
2012,11,6,13,43,31,1,1352209411,10001,5516,231,11,10,38.9,219,5
2012,11,6,13,47,31,1,1352209651,10001,5516,213,11,10,38.9,459,8
2012,11,6,13,48,10,1,1352209690,10001,5516,214,11,10,38.9,498,9
2012,11,6,13,53,52,1,1352210032,10001,5516,48,11,10,38.9,840,16
2012,11,6,13,57,47,1,1352210267,10001,5516,52,11,10,38.9,1075,20
2012,11,6,13,59,28,1,1352210368,10001,5516,265,11,10,38.9,1176,21
2012,11,6,14,3,7,1,1352210587,10001,5516,271,11,10,37,1395,22
2012,11,6,14,7,27,1,1352210847,10001,5516,340,11,10,37,1655,23
2012,11,6,14,11,7,1,1352211067,10001,5516,351,11,10,37,1875,25
2012,11,6,14,12,28,1,1352211148,10001,5516,352,11,10,37,1956,26
2012,11,6,14,14,48,1,1352211288,10001,5516,354,11,10,37,2096,28
2012,11,6,14,17,7,1,1352211427,10001,5516,356,11,10,35.2,2235,30
2012,11,6,14,18,47,1,1352211527,10001,5516,357,11,10,35.2,2335,31
2012,11,6,14,20,7,1,1352211607,10001,5516,390,11,10,35.2,2415,32
2012,11,6,14,21,27,1,1352211687,10001,5516,372,11,10,35.2,2495,33
2012,11,6,14,22,27,1,1352211747,10001,5516,374,11,10,35.2,2555,35
2012,11,6,14,27,11,1,1352212031,10001,5516,378,11,10,35.2,2839,40
2012,11,6,14,29,26,1,1352212166,10001,5516,380,11,10,35.2,2974,41
2012,11,6,14,38,25,1,1352212705,10001,5486,226,11,10,35.2,0,0
2012,11,6,14,39,45,1,1352212785,10001,5486,229,11,10,35.2,80,2
2012,11,6,14,40,44,1,1352212844,10001,5486,227,11,10,35.2,139,3
2012,11,6,14,45,27,1,1352213127,10001,5486,213,11,10,35.2,422,8
2012,11,6,14,48,25,1,1352213305,10001,5486,44,11,10,35.2,600,12
2012,11,6,14,52,47,1,1352213567,10001,5486,49,11,10,35.2,862,17
2012,11,6,14,58,27,1,1352213907,10001,5486,271,11,10,35.2,1202,22
2012,11,6,15,0,48,1,1352214048,10001,5486,340,10,10,33.3,1343,23
2012,11,6,15,2,46,1,1352214166,10001,5486,350,10,10,33.3,1461,24
2012,11,6,15,5,6,1,1352214306,10001,5486,352,10,10,33.3,1601,26
2012,11,6,15,6,7,1,1352214367,10001,5486,353,10,10,33.3,1662,27
2012,11,6,15,8,45,1,1352214525,10001,5486,356,10,10,33.3,1820,30
2012,11,6,15,9,49,1,1352214589,10001,5486,357,10,10,33.3,1884,31
2012,11,6,15,19,30,1,1352215170,10001,5486,380,10,10,35.2,2465,41
2012,11,6,15,0,3,1,1352214003,10001,5467,226,10,10,33.3,0,0
2012,11,6,15,7,23,1,1352214443,10001,5467,213,10,10,33.3,440,8
2012,11,6,15,8,43,1,1352214523,10001,5467,4432,10,10,33.3,520,10
2012,11,6,15,10,3,1,1352214603,10001,5467,119,10,10,33.3,600,11
2012,11,6,15,11,4,1,1352214664,10001,5467,44,10,10,33.3,661,12
2012,11,6,15,13,3,1,1352214783,10001,5467,47,10,10,33.3,780,15
2012,11,6,15,14,2,1,1352214842,10001,5467,48,10,10,33.3,839,16
2012,11,6,15,15,4,1,1352214904,10001,5467,49,10,10,33.3,901,17
2012,11,6,15,16,23,1,1352214983,10001,5467,51,10,10,35.2,980,19
2012,11,6,15,18,6,1,1352215086,10001,5467,52,10,10,35.2,1083,20
2012,11,6,15,20,44,1,1352215244,10001,5467,265,10,10,35.2,1241,21
2012,11,6,15,22,45,1,1352215365,10001,5467,271,10,10,35.2,1362,22
2012,11,6,15,27,4,1,1352215624,10001,5467,340,10,10,35.2,1621,23
2012,11,6,15,30,4,1,1352215804,10001,5467,351,10,10,35.2,1801,25
2012,11,6,15,32,23,1,1352215943,10001,5467,353,10,10,35.2,1940,27
2012,11,6,15,33,27,1,1352216007,10001,5467,354,10,10,35.2,2004,28
